id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tbck	30.2828275979963	-0.0196010752309133	0.306559823876361	-0.0639388259787708	0.949018936851581	0.99948711220668
Dkk2	6.66144743673062	-0.224493338091756	0.668058025304682	-0.336038681653994	0.736841697091239	NA
Papss1	4.43023699119935	-0.409219055578419	0.767040516330683	-0.533503833064794	0.593684858381645	NA
Kcnq5	64.6555674675455	0.687446307823055	0.339814798034376	2.02300285861451	0.0430728527956264	0.744193012330089
Fubp1	199.143600068098	0.180960091575939	0.170828227197992	1.05931024716544	0.289458509692375	0.99948711220668
Dnajb4	145.910774565884	0.342255941476396	0.224995545260346	1.52116763503191	0.128217775104036	0.981823023993617
Ptgfr	1.94782704456966	-0.921751888563047	1.12426538547521	-0.81987037977998	0.412290004049549	NA
Ifi44	1.98723103510761	-1.64609520331397	1.29821011841289	-1.26797286507548	0.204807640961897	NA
Efna3	0	NA	NA	NA	NA	NA
Efna4	0	NA	NA	NA	NA	NA
Adam15	24.2730763845657	0.270484936005187	0.346424781767978	0.780789799808107	0.434926134272771	0.99948711220668
Zbtb7b	61.3406033610894	-0.0546226163309674	0.222892954881946	-0.245062103285848	0.806408345533774	0.99948711220668
Cks1b	2.46888841155739	0.590754897212122	0.971437039015126	0.60812474044746	0.543104744591146	NA
Thbs3	6.05634593999591	-0.261249335439295	0.604737059268188	-0.432004838194374	0.665737896768723	NA
Gba	35.0377617590395	-0.0886478729176318	0.366810397623778	-0.241672192205833	0.809034178335597	0.99948711220668
Scamp3	62.5580358726408	0.154456327132168	0.21518249313151	0.717792255700707	0.472885389122444	0.99948711220668
Hcn3	0.23116579843413	-0.199275634042077	3.5338115409304	-0.0563911322757214	0.955030221134623	NA
Ash1l	242.387854942099	0.109610600698505	0.162903242281383	0.672857084754487	0.501038216741202	0.99948711220668
Rit1	87.97344818071	-0.265529406500789	0.20225536673666	-1.3128423279196	0.189236083664708	0.99948711220668
Arhgef2	28.3017557999731	-0.0348684175387281	0.317732374085479	-0.109741469181694	0.912614411364101	0.99948711220668
Khdc4	136.626248546711	0.0870353219467613	0.16483583998038	0.528012123802208	0.597490921212284	0.99948711220668
Lamtor2	40.2250891515058	0.244425905309158	0.298025085574576	0.820152118530284	0.412129393956393	0.99948711220668
Lmna	123.227248878669	0.302611634287936	0.246815288518859	1.22606519273547	0.220174143022836	0.99948711220668
Sema4a	3.90140517199986	-0.542278991336671	1.05278875507228	-0.515088130191361	0.606491436834146	NA
Pmf1	11.1388570065831	-0.105235505333377	0.448662042243668	-0.234554063916607	0.814554866583782	NA
Iqgap3	1.34544969280768	-0.111380819541167	1.48661043865711	-0.0749226674620822	0.940276241216337	NA
Gpatch4	94.7738591356768	-0.0299345426446119	0.209648210171339	-0.142784632504839	0.886460274199998	0.99948711220668
Naxe	48.5026302092663	0.0972333124187196	0.299733001475809	0.32439975558236	0.745635404763515	0.99948711220668
Sh2d2a	0.249633372840187	1.32103496510046	3.51730082118743	0.375582025041145	0.707227655960588	NA
Ntrk1	0	NA	NA	NA	NA	NA
Pear1	12.2461330531987	-0.102881605542658	0.443161458568174	-0.232153775003498	0.816418579156293	NA
Cd1d1	1.80480034777564	-0.212649043805809	1.53236639874547	-0.138771669738975	0.889630581612071	NA
Dclk2	1.53921718103467	0.207433605424119	1.25883072320274	0.164782763560427	0.8691149712576	NA
Lrba	190.611288698001	0.225782270377615	0.169573502641795	1.33147140832819	0.183033946756659	0.99948711220668
Rps3a1	889.637401194239	0.0849307549787009	0.163114851368502	0.52068069992492	0.602589221433031	0.99948711220668
Sh3d19	22.347296500744	0.383177528716579	0.402609642101728	0.951734605053897	0.341231594618442	0.99948711220668
Gatb	37.4184623417323	-0.0659255735138723	0.297712970527271	-0.221440044742133	0.824749815055307	0.99948711220668
Fbxw7	51.3375874226142	0.710818622036231	0.26257095491093	2.70714871063084	0.00678638504590503	0.386858554619224
Fmo5	29.279869087026	0.0253867705974543	0.288230838543035	0.0880779125709822	0.929814751356873	0.99948711220668
Chd1l	37.5589819720791	0.220695021188565	0.257827121522573	0.855980627194192	0.392008495245068	0.99948711220668
Acp6	33.0055332819398	0.0352900881826983	0.273152273801587	0.129195659591443	0.897202830572258	0.99948711220668
Gpr89	38.0383816187989	0.0316422620559093	0.275520502646179	0.114845398988488	0.908567663907559	0.99948711220668
Rnf115	301.077154051738	0.288605129772312	0.187750756791239	1.53717159229996	0.124251294922861	0.976862725568739
Polr3c	67.4040314611234	0.0463229117150687	0.19322494614013	0.239735668920692	0.810535181338578	0.99948711220668
Nudt17	0.219297900527315	1.20525126005471	3.52887358907375	0.341539936082286	0.732697145602754	NA
Pias3	12.0510695277255	-0.104151021694	0.478988346479405	-0.217439573341431	0.82786579378584	NA
Pex11b	36.3917603666854	0.148756929107647	0.255335165282209	0.582594759101175	0.560166134333051	0.99948711220668
Polr3gl	178.525673542279	0.123856729357855	0.149984808096354	0.825795165056226	0.408920297257035	0.99948711220668
Rprd2	111.945825584082	-0.0395128717352743	0.214506524642881	-0.184203589149826	0.853853743926902	0.99948711220668
Tars2	39.9355220033992	0.07210169744162	0.267285651012101	0.269755211956199	0.787348581466292	0.99948711220668
Ecm1	26.3340840532091	-0.205500076723328	0.343772500673598	-0.59777927647111	0.549987220153503	0.99948711220668
Hormad1	0	NA	NA	NA	NA	NA
Ctsk	2.90590960406238	-0.596466897504473	0.876016291845121	-0.680885621713902	0.495943866691603	NA
Mettl14	59.7169193260584	0.0760454428350581	0.262188086722738	0.290041564380747	0.771784439831382	0.99948711220668
Bnipl	0.103050010746813	-0.920609642198369	3.5338115409304	-0.260514640222151	0.794466823822214	NA
Myoz2	98.0921303596466	-0.299045727508441	0.828132724627867	-0.361108453530588	0.718018374038899	0.99948711220668
Bcar3	4.65884458577212	-0.742130527094105	0.712772863239975	-1.0411879651544	0.297788320102102	NA
Gclm	134.976307484257	-0.341663992426226	0.153061704242627	-2.23219775395048	0.0256018958078909	0.638866124653676
Abca4	8.27878877983186	-0.382923052314703	0.556467735531939	-0.688131634350119	0.491369890958699	NA
Pip5k1a	128.781872196843	-0.11021204806142	0.245570224677184	-0.448800534373821	0.653575553221388	0.99948711220668
Abcd3	137.252163770934	0.232676673135951	0.16779195408911	1.38669743969	0.165534041648656	0.99948711220668
F3	9.31266194091738	-0.153358452293405	0.564347005984386	-0.271744955970667	0.785818131657274	NA
Tlcd4	131.600284341113	0.339834134440013	0.174853156567075	1.94354017457871	0.0519509262118784	0.792432933164369
Rwdd3	1.95479390500474	0.565389845650508	1.17950704530332	0.479344186965082	0.631693792137174	NA
Ptbp2	103.790348182046	0.188150708828343	0.170655950280221	1.10251478790745	0.270237933112781	0.99948711220668
Snx27	77.5290162410084	0.117279205676528	0.210074062062509	0.558275517334601	0.576656260359536	0.99948711220668
Celf3	0.673296392776261	-1.94185901304952	2.02372493083449	-0.959546914436039	0.337283297362296	NA
Adh5	95.1543348290528	-0.0186697390681469	0.181971529695873	-0.102597033169691	0.918282797602664	0.99948711220668
Riiad1	5.7686590415305	-0.520634062689702	0.660571598988898	-0.788156898490048	0.43060493694704	NA
Mrpl9	111.422025996384	-0.0997598000228818	0.210911472227524	-0.472993711386473	0.636217665738536	0.99948711220668
Oaz3	0.72323244574064	-0.166671757212269	1.84033763751539	-0.090565858033143	0.927837561749528	NA
Them4	16.9190796939317	-0.367007458969533	0.383493213670813	-0.95701161294752	0.338561393543417	0.99948711220668
Them5	0	NA	NA	NA	NA	NA
Rap1gds1	126.511261187615	-0.127890003180723	0.162709694360626	-0.78600112724243	0.43186682674185	0.99948711220668
Rorc	385.187918701084	-0.191049271251844	0.130300568527827	-1.46621978254104	0.142588420893697	0.99948711220668
Tspan5	3.70923346044852	-0.789222723043383	0.792566502380351	-0.995781074109332	0.31935652787719	NA
Eif4e	176.296398603935	-0.295239165932128	0.186089557606466	-1.58654343494377	0.112616087302624	0.969467360416905
Mttp	4.949213794131	-0.241082687451005	0.713131014368834	-0.338062267091803	0.735316264719678	NA
Dapp1	6.88370367255419	0.136907080658642	0.613129329504297	0.223292336658121	0.82330799117469	NA
Ppp3ca	711.261660308712	0.191937827879691	0.122135208379376	1.57151922387108	0.116062092664836	0.969467360416905
Nfkb1	53.2999069525272	-0.296333912993308	0.255917610587153	-1.15792700749834	0.24689382500996	0.99948711220668
Manba	5.78137504203211	-0.338552176776722	0.652262895243244	-0.519042519888346	0.603731090452714	NA
Cisd2	73.5444075124237	0.117773983938912	0.195684873761476	0.601855328289034	0.547270442112979	0.99948711220668
Bdh2	0.851673055331311	-0.695156542381049	1.63323539167348	-0.425631569046984	0.670376332989922	NA
Tacr3	0	NA	NA	NA	NA	NA
Wls	54.9834500685412	-0.0197570171955898	0.211775681801527	-0.0932921902435698	0.925671436308155	0.99948711220668
Rpe65	0	NA	NA	NA	NA	NA
Depdc1a	0.165350846487774	-0.920609642198369	3.5338115409304	-0.260514640222151	0.794466823822214	NA
Lrrc7	0	NA	NA	NA	NA	NA
1810013D15Rik	1.31517010495832	-0.328201961363815	1.54335434268412	-0.212654963469389	0.831596097160086	NA
Cth	10.509379128378	-0.223222284881821	0.466656406766346	-0.478343984235896	0.632405395565602	NA
Zranb2	219.335487160827	0.0159650698408698	0.139092713310007	0.114780059004869	0.908619455188903	0.99948711220668
Lrriq3	0.097780315374446	0.522062878200904	3.5338115409304	0.147733650239722	0.882552973964035	NA
Adgrl2	11.3455423661041	-0.452479135211031	0.455014988959612	-0.994426878652109	0.320015087778381	NA
Dnase2b	0.23486512008976	-1.58720140720425	3.52649007754827	-0.450079646419344	0.652653012241774	NA
Uox	0.195560630748892	1.15311445097561	3.53008586130102	0.326653372264047	0.743930070695187	NA
Rpf1	81.7700140952592	0.064393549487048	0.178731022018142	0.360281884811871	0.718636344820952	0.99948711220668
Spata1	8.34539015429726	0.164194766659484	0.525617263058889	0.312384653624073	0.754748211876223	NA
Ctbs	10.8319610001788	-1.13197034690935	0.535483197251037	-2.11392318698411	0.0345218284696822	NA
Bcl10	21.3670621418895	-0.0667763470169225	0.346621648290508	-0.192649095479912	0.847233792435391	0.99948711220668
Ddah1	7.25449097215677	0.0202687772793724	0.596571396094952	0.0339754426914332	0.972896733285851	NA
Ccn1	94.7444301235797	1.0526861790354	0.23731448363496	4.43582777970965	9.17191545723182e-06	0.00420975297312042
Col24a1	9.79336559531517	-0.518725861882699	0.603269101733555	-0.859858163449922	0.389867232754689	NA
Cryz	13.3716231960699	0.0364641793997009	0.440284983993762	0.0828194935674152	0.933995068750408	NA
Asph	522.111316775593	0.354419089187485	0.197283683793377	1.79649468406461	0.0724158774044063	0.889011389076446
Trp53inp1	92.9323252128119	-0.0753602583238835	0.356003251688951	-0.211684185372912	0.832353426756581	0.99948711220668
Ccne2	23.1832135696095	-0.464245097293888	0.330482869915451	-1.40474783885972	0.160096274784675	0.99948711220668
Gem	3.99828602716768	-1.11692905824512	0.799451680200205	-1.39711890775613	0.162377816870314	NA
Cdh17	0	NA	NA	NA	NA	NA
Cibar1	15.7471117111514	-0.767044103060588	0.41811824805764	-1.83451477332998	0.0665776168713993	0.867066997882123
Pip4p2	56.9306941504412	-0.213933536139144	0.217178529165848	-0.985058407757124	0.324595381897368	0.99948711220668
Calb1	2.6473735548076	-1.8552616687168	1.67577040577637	-1.10710969851342	0.268246502869017	NA
Decr1	277.764009524692	-0.0512170235948266	0.21874302981523	-0.234142425649353	0.814874410290709	0.99948711220668
Nbn	71.7672804114817	-0.101552759106156	0.196145814321317	-0.517741148122575	0.604638884688657	0.99948711220668
Mmp16	0.425281743518038	-0.985537110706495	2.59348840184332	-0.380004441124944	0.703942118472953	NA
Cpne3	23.9776761434706	0.12114951234986	0.362946821638472	0.333794112875676	0.738534926140967	0.99948711220668
Rmdn1	45.4793443198864	-0.141634949117831	0.2474430346475	-0.572394164659353	0.567054968252163	0.99948711220668
Tmem68	13.8812372804937	0.120736038097769	0.42741664369265	0.282478560157776	0.777576583983894	0.99948711220668
Tgs1	35.18640995334	-0.04833402009804	0.267111758147836	-0.180950552058023	0.856406388929556	0.99948711220668
Rps20	197.097348337199	0.384791036298023	0.181292381619412	2.12248872710943	0.0337967183453518	0.701828370017406
Sdr16c5	0	NA	NA	NA	NA	NA
Atp6v0d2	1.15920310203386	0.744863497760587	1.79971435851255	0.413878732609663	0.678962919891423	NA
Cyp7a1	0	NA	NA	NA	NA	NA
Ubxn2b	3.44074543427263	0.0476723354366557	0.965438393546576	0.0493789513192339	0.960617302109955	NA
1700025O08Rik	0	NA	NA	NA	NA	NA
Nsmaf	180.99958036815	0.123960538849008	0.137456439418416	0.901816891034642	0.367154145519082	0.99948711220668
Faxc	0.323606605571332	-0.789074871579321	3.26137750029376	-0.24194527358708	0.808822568799975	NA
Coq3	54.9104010557926	0.00175082316584429	0.249514563043807	0.00701691774815126	0.994401355607899	0.999819752177947
Pnisr	291.106915474821	-0.0133348502037949	0.129349149061177	-0.103091905131034	0.917890029562118	0.99948711220668
Sdcbp	38.5009107632053	0.174463004188887	0.26841242069112	0.649981113912955	0.515704421054804	0.99948711220668
Tstd3	28.5495130876829	0.0897440635285129	0.30782693163254	0.291540649327079	0.77063785969902	0.99948711220668
Ccnc	20.9859574075917	0.137692432113126	0.356969753016448	0.385725767938612	0.699699776884738	0.99948711220668
Clca1	0.131815109342947	-0.920609642198369	3.5338115409304	-0.260514640222151	0.794466823822214	NA
Odf2l	11.4640356568393	-0.0237850421454641	0.448071282844021	-0.0530831656840279	0.957665644378358	NA
Fhl5	0.656252041035538	-1.03616080598074	2.06988084126591	-0.500589592078662	0.616659988806611	NA
Ndufaf4	78.4638004979304	-0.0713333997207138	0.219768159412299	-0.32458478021326	0.745495347692964	0.99948711220668
Clca3a2	0.121517585152869	0.522062878200903	3.5338115409304	0.147733650239722	0.882552973964035	NA
Spaca1	0	NA	NA	NA	NA	NA
Lmo4	91.7992133002103	-0.348839942486198	0.204707196254415	-1.70409222962857	0.0883638580771026	0.936161044163526
Gbp3	2.27869267699913	-2.02854130024557	1.11339926504616	-1.82193518886639	0.0684648202143034	NA
Gbp2	6.47352149460426	-0.594223608127908	0.800514211064022	-0.742302385035841	0.457904147104851	NA
Gtf2b	43.8918777221313	0.40782427487869	0.269725180845868	1.51199926384232	0.130534049816502	0.986152260514174
Pdlim5	1980.61677858792	-0.0135907502139257	0.142222945997596	-0.0955594761351341	0.923870451213974	0.99948711220668
Rngtt	12.0633549100735	0.705992684249314	0.53715484621019	1.31431874668977	0.188738961160131	NA
Ube2j1	75.9499467593097	0.157967562926847	0.183814328498793	0.859386557168661	0.390127283771788	0.99948711220668
Rragd	428.345779269727	0.213382406707232	0.120335956798713	1.77322233839183	0.0761918719052983	0.904764931245278
Gabrr1	2.21590455386569	-0.187230173237093	1.04049931734117	-0.179942619967815	0.857197615369077	NA
Casp8ap2	28.4135914326638	-0.172093803767194	0.400090731454208	-0.430136942042335	0.667096028757578	0.99948711220668
Map3k7	171.017600041227	0.0799483690989981	0.131989522387124	0.605717542219073	0.544702333194229	0.99948711220668
1700009N14Rik	0	NA	NA	NA	NA	NA
Epha7	1.40779887841387	0.756936291340339	1.30075309966709	0.581921574151209	0.560619507908129	NA
Akirin2	88.3487978868893	-0.175609720322595	0.1788836046113	-0.981698242855631	0.326248531332449	0.99948711220668
Rars2	32.0936575140033	0.120246904831875	0.300967301634981	0.399534780617838	0.689499201464995	0.99948711220668
Slc35a1	8.76918792634082	-0.232711045078858	0.54631170465525	-0.425967525674213	0.670131509357845	NA
Cfap206	0	NA	NA	NA	NA	NA
Smim8	31.3182697707569	-0.626656752235895	0.356372293437674	-1.7584328629787	0.0786738855905234	0.917001432518184
Cga	0	NA	NA	NA	NA	NA
C9orf72	33.2270593620873	0.0974403170466397	0.287555244841931	0.338857728365214	0.734716910243209	0.99948711220668
Aldob	0.788355391847801	-0.457672175710576	1.95210377124581	-0.234450741016957	0.814635070471673	NA
Rnf20	89.9743904351788	0.254379326205204	0.242811768592341	1.0476400204155	0.294804491517446	0.99948711220668
Ppp3r2	0	NA	NA	NA	NA	NA
Smc2	2.98506205149554	0.172556586024825	0.853934391567933	0.202072416486223	0.839860111482251	NA
Toporsl	0	NA	NA	NA	NA	NA
Polr1e	8.15562113674408	0.0785166365394667	0.541262827246735	0.145061941421066	0.884661966734786	NA
Exosc3	25.4297281390633	-0.0467531968103721	0.30464546010258	-0.153467564540858	0.878029567019736	0.99948711220668
Stra6l	0.229595424717393	-0.199275634042077	3.5338115409304	-0.0563911322757213	0.955030221134623	NA
Tmod1	905.568462056612	-0.182159594596965	0.115661279774912	-1.57494016105878	0.115270257410482	0.969467360416905
Xpa	32.8301479566162	-0.161800634436064	0.322430674093207	-0.501815265843135	0.61579747371465	0.99948711220668
Ncbp1	62.9143657087029	0.132170718308924	0.206921236319496	0.638748930075242	0.522986276123855	0.99948711220668
Trmo	2.80822312841723	0.924284099091303	0.985360092276588	0.938016575195192	0.348235892067424	NA
Hemgn	0	NA	NA	NA	NA	NA
Anp32b	184.13528316485	0.0859541845481417	0.209302670900206	0.410669315295667	0.68131502978935	0.99948711220668
Nans	18.5563155842868	0.347626686114466	0.42319288775279	0.821437921512361	0.411396870704654	0.99948711220668
Coro2a	0.730467149597974	-0.269508353685255	1.83720695982035	-0.146694607401013	0.88337307522732	NA
Col15a1	18.7943996947045	-0.488865970046684	0.417376185120888	-1.17128381415698	0.241484715214111	0.99948711220668
Nr4a3	8.58580138089395	0.630311133937432	0.800947628588383	0.786956739042119	0.431307191151711	NA
Erp44	106.504525482645	0.0198172074652284	0.175282749712263	0.11305851544296	0.909984163932982	0.99948711220668
Invs	5.37100594042772	-0.231976209929752	0.675456396124736	-0.343436247344252	0.731270294447955	NA
Tex10	44.6696479787135	0.0635671291489339	0.267298322089278	0.237813423788355	0.812025806648238	0.99948711220668
Tmeff1	2.46902293038738	1.31905525776022	1.43353410281916	0.920142224148133	0.357498441647959	NA
Cavin4	377.654897235916	0.36671932901021	0.119747610632799	3.06243545964969	0.00219543813572563	0.21066112134526
Brinp1	0	NA	NA	NA	NA	NA
Fmn2	0.396516644921904	-0.871405516727721	2.62223628548928	-0.332313880922873	0.73965225946332	NA
Ambp	0	NA	NA	NA	NA	NA
Kif12	0	NA	NA	NA	NA	NA
Zfp618	0.757750405144545	1.92450728350516	2.20500561744169	0.872790195309356	0.382777444743019	NA
Orm3	0	NA	NA	NA	NA	NA
Slc44a5	0.336804484605022	1.79315214511394	2.69274145180654	0.66592065269056	0.505461818945847	NA
Tnfsf8	0	NA	NA	NA	NA	NA
Tnc	1.01201951095159	-0.940796195697963	1.55336038028356	-0.605652241192238	0.544745704120467	NA
Txn1	43.5853245761586	0.182152588011485	0.288609647596056	0.631138250327755	0.52795013290959	0.99948711220668
Svep1	14.187794966444	-0.527814601285319	0.400446939966311	-1.31806376477674	0.187482303166579	0.99948711220668
Pappa	0.580660084722428	-1.81083230555933	2.32471956416677	-0.778946559177072	0.436011195741095	NA
Astn2	1.27391708743496	0.579773122868577	1.42851802460949	0.405856358044252	0.684848146066333	NA
Ptgr1	0.608579841591885	0.476149820687735	1.94940842695726	0.244253494600377	0.807034498690804	NA
Ugcg	32.7178459103185	0.222714356057556	0.311280825874756	0.715477271790473	0.474314180053282	0.99948711220668
Ptbp3	30.4505203221239	-0.292165072260957	0.337831368984867	-0.864825173396033	0.387134752142357	0.99948711220668
Hsdl2	211.871987463743	-0.00895967970066147	0.225075684303641	-0.039807408465209	0.968246669813474	0.99948711220668
Snx30	17.7601346372708	0.124787595985864	0.397193085732501	0.314173636118897	0.753389164989642	0.99948711220668
Slc46a2	0	NA	NA	NA	NA	NA
Zfp37	2.41487567588669	-2.14281208635452	1.14791455788875	-1.86669998357333	0.0619434960485407	NA
Wdr31	2.17237062556858	-0.278671821712365	1.11522974229874	-0.249878398273311	0.802681389084666	NA
Bspry	0	NA	NA	NA	NA	NA
Alad	13.5941869800793	0.535720752043303	0.477987350861892	1.12078437029203	0.262379658677497	NA
Pole3	34.9148507243149	0.12072707007548	0.26881086423481	0.44911529308586	0.653348488886329	0.99948711220668
2310002L09Rik	231.466265294411	0.0257009016643639	0.142159726758646	0.180788907311267	0.856533270320784	0.99948711220668
Kdm4c	34.229402818644	0.145233814659531	0.268194966262462	0.541523268253296	0.588146964141895	0.99948711220668
Dmac1	25.8689117734398	-0.642827054811845	0.31607986428677	-2.03374883199971	0.0419769259250512	0.737966585314639
Ptprd	10.5242955568222	0.00330813863651794	0.557727688543878	0.0059314584957309	0.995267408593726	NA
Mpdz	200.003962953212	-0.0317325106610901	0.141852574998839	-0.223700631880316	0.822990254237759	0.99948711220668
Zdhhc21	30.6014272575802	-0.0277719028006768	0.301392301932033	-0.0921453621165798	0.926582547976493	0.99948711220668
Aco1	24.6816231805763	0.0960420730161761	0.378909741151458	0.253469527398046	0.799905406067923	0.99948711220668
Smim27	4.58933120918439	-0.144334351423815	0.707434030720438	-0.204025174300461	0.838333826410028	NA
Smu1	135.805884892592	0.170054886186668	0.151715596893718	1.12087939320963	0.262339203497513	0.99948711220668
Dnaja1	101.377977638143	0.146065872208062	0.290469624594108	0.502861090594823	0.615061938895422	0.99948711220668
Aptx	26.2423359848376	0.333756252478792	0.322317932006464	1.0354876950256	0.30044121005273	0.99948711220668
Slc44a1	48.5389418836649	0.411144636783073	0.292025730656676	1.40790551523845	0.159159049762454	0.99948711220668
B4galt1	172.11173117258	-0.474028342473703	0.156128096506367	-3.03615014261299	0.00239620010997137	0.21749161924871
Fktn	29.855284222853	-0.24592500399603	0.291455315372137	-0.843782875196586	0.3987907465827	0.99948711220668
Spink4	0	NA	NA	NA	NA	NA
Bag1	263.827000660104	0.0089738152617957	0.145758683354541	0.0615662480976719	0.950908256048368	0.99948711220668
Tal2	1.30050833714233	1.26163540028027	1.38417414870857	0.911471581417247	0.362046952623511	NA
Chmp5	26.0145812974823	-0.414032294506192	0.311179593433988	-1.33052521194332	0.183345285201598	0.99948711220668
Tmem38b	96.0752157122063	0.186979617951783	0.188642311420032	0.991185999282277	0.321594765783236	0.99948711220668
Nfx1	112.228113759823	-0.0168341090571016	0.168181933634197	-0.100094633789361	0.920269195554017	0.99948711220668
Rad23b	870.874481008679	0.0149624510699442	0.11303992558257	0.132364303964575	0.894696147514613	0.99948711220668
Aqp7	17.014120037256	-0.280524838536693	0.468896559898722	-0.598265934382807	0.549662502982973	0.99948711220668
Nol6	52.9407024011255	-0.0457198937202183	0.256362039517084	-0.178341121822646	0.858455085878351	0.99948711220668
Elp1	46.789331339988	0.0174001102355324	0.250642671303356	0.0694219788875169	0.94465373449983	0.99948711220668
Ubap2	275.778138433767	0.0358476586975298	0.150379931100791	0.238380603283448	0.811585910195627	0.99948711220668
Epb41l4b	29.2001691891017	0.237519978365547	0.313298124879892	0.758127672984332	0.448374554632094	0.99948711220668
Aqp3	0	NA	NA	NA	NA	NA
Dcaf12	68.4927282873734	0.0664804049651623	0.198062535660768	0.335653609317749	0.737132092516079	0.99948711220668
Ubap1	123.26441243419	-0.0925763137145547	0.195966250470294	-0.47240947608266	0.636634541839275	0.99948711220668
Kif24	2.03386732204295	-0.936943489028387	1.18584171255514	-0.790108392299298	0.429464469115456	NA
Fam219a	139.822589488121	0.0162927646311547	0.212949622405867	0.0765099484426504	0.939013399463812	0.99948711220668
1110017D15Rik	0.128115787687317	0.522062878200904	3.5338115409304	0.147733650239722	0.882552973964035	NA
Nudt2	14.5065026093863	0.305631949337622	0.403891162027769	0.756718586767711	0.449218476918985	0.99948711220668
Cntfr	23.8629211365631	-0.17643287501964	0.40041503124064	-0.440625004693212	0.659484497585647	0.99948711220668
Enho	17.9112817541948	0.0487252232066956	0.46084011109273	0.105731298196157	0.915795547158525	0.99948711220668
Dctn3	17.0607761824608	-0.140305543276805	0.387395294402962	-0.362176684394266	0.717220001688737	0.99948711220668
1700022I11Rik	0	NA	NA	NA	NA	NA
Vcp	1070.17772403408	0.102008887805649	0.0907881678526051	1.12359231625051	0.261186017278421	0.99948711220668
Fancg	1.99672978948902	-0.49680613572607	1.13195738273134	-0.438891201475543	0.660740372332222	NA
Pigo	7.80187307694559	-0.138627742288771	0.592186037227819	-0.234094918782152	0.814911290576363	NA
Stoml2	65.136472740557	0.0979244376200069	0.217383113083198	0.450469386656216	0.652372023239685	0.99948711220668
Unc13b	6.64539412875058	0.132826535530258	0.631249815246639	0.210418335692281	0.833341183173976	NA
Atp8b5	1.9937153190215	0.518704913434586	1.1275093320088	0.460044896045738	0.645483995323625	NA
Tesk1	99.4864430805648	0.160727334591816	0.187162053463875	0.858760264792882	0.390472794051659	0.99948711220668
Cd72	1.54241999776774	-0.664057958560778	1.77911623630522	-0.373251586945133	0.708961204964351	NA
Sit1	0	NA	NA	NA	NA	NA
Ccdc107	22.2064848676094	0.158498969690376	0.333769068817493	0.474876147906455	0.634875253285881	0.99948711220668
Car9	1.12890409905832	-0.14033379608178	1.57898540176434	-0.0888759300275815	0.929180512892256	NA
Tpm2	18114.585633778	-0.51154923304295	0.13515179277052	-3.78499776108431	0.000153709962308964	0.0312968479354935
Tln1	147.177496946879	0.272792287229481	0.167675443975124	1.62690660458279	0.103756935058691	0.959887326465524
Creb3	37.929839616189	0.0445410501515745	0.274649231902963	0.16217431173196	0.871168588263308	0.99948711220668
Gba2	18.205348664971	-0.0448238949162806	0.411208587517069	-0.10900525007742	0.913198326192024	0.99948711220668
Rgp1	93.2151732214225	-0.0410327128631725	0.195587179897501	-0.209792445929616	0.833829669144585	0.99948711220668
Npr2	76.9780215816337	-0.0560125492097664	0.19083262211545	-0.293516635619459	0.769127285779901	0.99948711220668
Hint2	12.1195944102914	-0.147504111632147	0.461456251952399	-0.319649178027309	0.749234289950119	NA
Spaar	8.31887892499272	-0.112774771656835	0.592739930657915	-0.19026012222875	0.849105300684791	NA
Reck	3.32827089260524	-0.685071389465136	0.892253461005167	-0.767799083338236	0.442606559201888	NA
Clta	111.890738747372	0.111242056286957	0.199975395383668	0.556278716556759	0.57802033452168	0.99948711220668
Gne	14.8202040461922	0.35173976741759	0.408424502239287	0.861211228731604	0.389121716809499	0.99948711220668
Glipr2	2.85419708588192	-0.990636541003994	1.00669393283593	-0.984049380543398	0.325091233875891	NA
Snapc3	22.9837482620364	-0.157350414951111	0.333116846154383	-0.47235802322104	0.636671261103348	0.99948711220668
Psip1	157.54804597319	-0.25749216482267	0.152057755952627	-1.6933839593351	0.0903824061305274	0.9406776073636
Bnc2	2.63135488137603	1.13004265943058	1.10183296006009	1.02560251906873	0.305078979591908	NA
Sh3gl2	0	NA	NA	NA	NA	NA
Saxo1	0	NA	NA	NA	NA	NA
Plin2	54.3342748873376	-0.252347972037143	0.306504183473033	-0.823310041571896	0.410331704734339	0.99948711220668
Rps6	117.460258449402	-0.332095807868227	0.232668737140624	-1.42733317741571	0.153483881825775	0.99948711220668
Mllt3	394.33368244082	0.321794513495959	0.142339473743557	2.26075385156836	0.0237745037329189	0.633059237301861
Hacd4	4.07265225007691	-0.576898034450251	0.825416152158765	-0.698917791881649	0.484603407854828	NA
Usp24	392.68336456407	0.0234371373900768	0.141427075841061	0.165718885515359	0.868378183067589	0.99948711220668
Plpp3	174.025832521199	-0.423232463679219	0.163009570994748	-2.59636572930343	0.00942157212265082	0.422856366020909
Prkaa2	1056.70724567937	-0.143257253932288	0.158368895264968	-0.904579486348022	0.365688206987016	0.99948711220668
Dab1	0	NA	NA	NA	NA	NA
4921539E11Rik	0	NA	NA	NA	NA	NA
Slc35d1	19.405976492617	0.344944183365557	0.356026761268232	0.968871503189262	0.33260930521278	0.99948711220668
Mier1	247.963421107453	-0.676491913080742	0.282704049477012	-2.39293322586718	0.0167142826756801	0.545523624206661
